Word,Frequency
besting,1
them.let's,1
accessed.,1
"difficulties,",1
care;,1
bite.,1
inflation!)...3,1
drivability.3,1
atrocious.3,1
it.3,1
feature.3,1
also.3,1
"sedans)""you",1
count.entry,1
#1.#2,1
c350when,1
10k?,1
"weight.""that",1
"""stunning""",1
"2,800-2,900+/-",1
overweight.the,1
mercamg.,1
soon.your,1
"mid-$40k,",1
"s4.imo,",1
"pack"".",1
"2008.regards,ow",1
"coupe:http://www.edmunds.com/audi/tt/2008/featuresandspecs.html#100852083really,",1
expensive.didn't,1
la.my,1
100-110,1
mph.the,1
linearlly,1
"ball,",1
"point.also,",1
"divider,",1
"control.now,",1
"hauss,""",1
roomy.i,1
basis.bruce,1
"#1.""i",1
introduced?is,1
unreachable,1
pedastal,1
shortness,1
evenly.on,1
eyes.ergonomicsridehandlingpowertransmissionprojected,1
reliabilityprojected,1
resalecostfeaturestunabilityinterior,1
materialstrunk,1
spacemaintenance,1
costsgas,1
mileageinterior,1
spaceobviously,1
"""trump""",1
heavily).i'm,1
"winning,",1
"it.""3",1
upbiquitous,1
king.i,1
"""attacked""",1
nulll,1
void.,1
shopper.,1
chorus.,1
last.335i,1
32g35,1
45a4,1
49tl,1
50is350,1
60cts,1
82i,1
element.,1
"it""and",1
that?nobody,1
place.we've,1
enthusiasts.a,1
in.these,1
revs/awkward,1
bmw.if,1
that.i'd,1
atbeston,1
resale.the,1
shopper.i'd,1
5s.i,1
chorus.i,1
parity.,1
critiquing,1
enthusiast.amen.,1
crestfallen,1
"""ordering""",1
328i.according,1
"c&d:""the",1
"driving.""about",1
"""...ubiquitious",1
v-6...generates,1
stocky,1
[nissan,1
engine],1
scooting,1
authority...[but],1
tickety-boot,1
betraying,1
percussions,1
big-bore,1
"pistons.""in",1
"refinement.""about",1
"""bmw&#146;s",1
silk-weaver...simply,1
pedals...the,1
data...longer,1
drag-strip,1
[but],1
"pleasure?""bottom",1
"""worth",1
"infiniti.""",1
(bmw).,1
once...never,1
(personally,1
expectations.many,1
sorry...but,1
"3-series"".",1
"inclinations,",1
inclinations;,1
dividing,1
luxury;,1
270+,1
priority).,1
mates,1
characterisitcs.,1
"(triumph,",1
"celica/supra,",1
"240sx/300zx,",1
"3000,",1
handsomely.,1
diffrence,1
consideration;,1
"2yrs,",1
"6yrs.also,",1
chic,1
customers',1
suv;,1
undetectable,1
who),1
aginst,1
right?(sic,1
impared)2:the,1
handles.but,1
$35k...,1
"story(300hp,",1
luxury..,1
potential).p.s.,1
it(turbo,1
liek,1
factor),1
resual,1
values.although,1
"chic,""",1
"date.""and",1
segment.keep,1
(2008).,1
"coupe:really,",1
expensive.odd?,1
"at3,262lbs,",1
boxster.didn't,1
"opinion.yeah,",1
beetle's,1
vase,1
redesign?,1
directly?(from,1
post)i'd,1
resale.hard,1
car.just,1
lost:,1
"measures"".",1
hundred.,1
introduced?my,1
"""perception""",1
e92.,1
regardless.i,1
pre-2006,1
"considered.regards,ow",1
"driving""wow",1
accent?,1
oreo,1
cookies,1
"one.regards,ow",1
accent?not,1
over-bearing,1
"nanny-wannabes,",1
odd?,1
it.to,1
mediocre-to-lousy,1
quattro.hard,1
"car.subjective,",1
brilliantdesign;,1
(remove,1
high).the,1
hundred.for,1
acient,1
frontrak,1
eagerness,1
ush,1
24/24,1
"73%,",1
"68%,",1
66%.,1
5-7%,1
amortize,1
22%-24%,1
equal;,1
:-)like,1
phenomenom,1
dramaticly.,1
_only_,1
4-yr,1
"reckoning,",1
cheap.but,1
off.paying,1
nothing.i,1
v70).,1
hat's,1
bloating,1
(1998,1
those.to,1
jumpy,1
e40,1
smothers,1
holes.when,1
thumb-down.,1
performance;,1
6-7k.,1
59k).,1
"origins,",1
exterior/interior.,1
exactly!,1
"24mo,",1
"168hp),",1
"pedigree,",1
pets,1
vendor,1
apples-to-oranges,1
nowadays;,1
"hauss,yes,",1
own!i,1
car.bruce,1
traffic.who's,1
want!,1
appeal.if,1
limp-home,1
performance/reliability.we,1
"3,571#",1
"3,682#",1
acceleration/control,1
here.it,1
"coupe.yeah,",1
"""refinement"".",1
"pathetic,",1
"mode""",1
"series.""if",1
geneal,1
clones,1
day?if,1
content/lighter,1
structure/body,1
out:bmw,1
you.enjoy!,1
bmw-specific,1
forum):i'm,1
fluid-fill,1
engine-vibration,1
intrisic,1
geometric,1
electronicly,1
smother,1
inter-piston,1
carberretor;,1
manufactuers,1
modular,1
narrow-angle,1
cannonic,1
arcana,1
irrelevent.ps.,1
we...,1
:pwhen,1
"""taking",1
"business""",1
ranking:3.,1
tl-spros:-,1
gadget),1
fwd.-,1
segment.-,1
transmissioncons:-,1
mid-sizer.-,1
department.-,1
imo.bottom,1
mid-sizer,1
g35spros:-,1
trim.-,1
ellps.-,1
transmission.cons:-,1
panel.,1
$30k-40k,1
range.-,1
know.-,1
"306hp,",1
boost.bottom,1
get.1.,1
is350pros:-,1
fit-and-finish-,1
wicket,1
mode.-,1
gadgets.-,1
luxury.-,1
trannycons:-,1
available.-,1
looking),1
aluminum.-,1
feel.-,1
vdim-off,1
"""tap",1
"dancing""",1
method.bottom,1
argubly,1
vantage,1
point:tl-s:,1
installed).,1
speed.g35:,1
cramped.is350:,1
(rubber).,1
three.have,1
levison?,1
$3800.,1
$40k's.,1
dvd-a?,1
"egad,",1
shop!,1
considerations.hits,1
"knob"".can",1
"""roll",1
emoticon?,1
heartedly,1
"capabilities.although,",1
eons,1
tape/radios,1
sakes!!!,1
"time?but,",1
"massagers,",1
features......but,1
lap),1
stalled.as,1
abs),1
splurging,1
"greatest,",1
"money"".dropped",1
"90,000",1
"break"".",1
"break"".yeah,",1
is...those,1
non-european,1
"is...however,",1
"washer/dryer,",1
often.maybe,1
override,1
back.i've,1
"""mechanic""",1
"$3,500,",1
changes).i,1
"""unacceptable""",1
accutriments,1
sub-ellps,1
it...you,1
astronomical..,1
"brightness04,",1
"bruceomega),",1
"here:shipo,",1
"technology""",1
"#48,",1
3:26,1
pmbest,1
camry?thanks.,1
sedans.it,1
points:it's,1
toyotait's,1
sportyit's,1
clk350?blueguy,1
though-,1
fourm-,1
edmunds.over,1
"away!!regards,ow",1
porker.,1
relaeased?,1
solara:,1
"""nothing""",1
"""burp""",1
audi...my,1
pass!!!why,1
pounds?what,1
"downsized,",1
upsized.,1
wonderful?,1
"was.""hmmm,",1
poundslessthan,1
yeesh!best,1
again;,1
330i.i'm,1
"you.""you'd",1
f-250,1
deal/discount,1
bathrooms.gear,1
plungerstory,1
2007link,1
"titleheck,",1
beside.,1
beckons,1
porcelain,1
throne,1
chrome-plated,1
forking,1
$32.,1
colors/options,1
th?,1
materails,1
year.it,1
"want.regards,ow",1
livable.,1
"porkers,",1
"svelteregards,ow",1
you.bgdc,1
"problem!regards,ow",1
"stable!regards,ow",1
alloyssport,1
suspension6,1
mtgrey/black,1
leatherettecold,1
packagepdc,1
off-the-lot)lightning,1
roof/mirrors.brushed,1
trimif,1
listed:,1
access.msrp,1
years.still,1
"""flingable""",1
from.how,1
ago.at,1
choice.have,1
"old...""bingo.",1
(tee,1
hee),1
pork.,1
boundaries.,1
theworld.has,1
"fight.regards,ow",1
excluded?,1
side-stepped,1
half-bimmer.a3,1
lbs:http://www.edmunds.com/new/2007/audi/a3/100761643/specs.html,1
lbs.link,1
"rate),",1
believing.,1
"compensate,",1
loa,1
well.wonderful,1
suspensions...,1
"wb1,",1
a3.in,1
"weight-management,",1
full-tanked,1
"330i!btw,",1
vids).,1
"choice.regards,",1
it.you're,1
funny...,1
already.but,1
"attitude.;-)btw,",1
"tank/bmw,",1
feather.,1
ellps.interesting,1
vehicle.does,1
"issue...""ditto.""ditto?",1
"ditto,",1
provincial,1
"putz...""for",1
"enjoyment,",1
visit/start,1
ellpc,1
"forum.i,",1
6'1',1
different...or,1
mei'm,1
(6'3&#148;,1
260+),1
everything...3,1
tt.the,1
tl...my,1
roof.the,1
story;,1
room...for,1
civic.were,1
90s?,1
"sleds,",1
"monsters!however,",1
"enjoyment.regards,ow",1
90s?lol,1
"""comfort""",1
ago.here's,1
1978:datsun,1
gxi,1
"2,050",1
exaggerating.,1
hubcaps,1
whitewall,1
165/70,1
ac/dc,1
cassestte,1
"deck,",1
"amp/pre-amp,",1
rogers,1
job.tiny,1
"1979,",1
"(5'7"",",1
145),1
"(5'10""/165,",1
"6'/175,",1
"6'2""/200)",1
duffle,1
"""leaded"")",1
"$4,300",1
"nostalgic,",1
datsun.,1
posterity.a,1
small?,1
european!,1
ride:1976,1
gpover,1
"4,000lbs.",1
all-american,1
steel!the,1
"trunk!!regards,ow",1
"195,",1
inseam,1
"measuring,",1
mys,1
oversized.i'm,1
broadly,1
right-sized,1
claustrophobia!,1
color...less,1
"dings!regards,ow",1
bordeaux,1
positioned.i,1
series.bruce,1
uo8...,1
"double-butted,",1
scale.but,1
them.add,1
t'she,1
g35's),1
re-engineer,1
looker,1
what?i'm,1
really.your,1
(girl,1
one-way,1
overnight/weekend,1
luggage).,1
"whatsoever.now,",1
hauler.,1
"hauls,",1
admirably,1
capacity.i'll,1
"rathertheircar,",1
full-sized,1
ease.makes,1
"el,",1
customarily,1
been.another,1
dicussing,1
"""lux-sport""",1
ctsistheir,1
"opp,",1
250-based,1
lexus.interesting,1
month!great,1
etc.21,1
great?http://www.fueleconomy.gov/feg/calculatorcomparesidebyside.jsp?column=1&id=23551-,1
"bought.so,",1
100-120,1
generator,1
":surprise:geez,",1
"""datsun",1
"bought.""hey,",1
06tl-,1
frontier,1
highway.260,1
"one!""well,",1
nobody.,1
"pa,",1
(binghamton,1
exact),1
('84-'88,1
score),1
came.,1
legs),1
inche,1
postion,1
2').,1
footer,1
"g.also,",1
platform?on,1
northwestern,1
erie:seasonal,1
snowfall:,1
"104.7""",1
(average)**season,1
winters**1.,1
"149.1""",1
2000-012.,1
"143.0""",1
2002-033.,1
"142.8""",1
1977-784.,1
"131.3""",1
1993-945.,1
"129.1""",1
1995-96weather,1
"""huge""",1
sudden.,1
3400lbs.,1
comforably.,1
"erie,",1
tracking.http://www.ncdc.noaa.gov/oa/climate/online/ccd/snowfall.html,1
"wale_bate1,i",1
are.in,1
"distances,",1
me.we,1
oversized.thanksbruce,1
"hauss,i",1
"gs-350,",1
m35/m45.thanksbruce,1
"hours),",1
(3-4,1
hours)?my,1
30-45,1
vehicle.they,1
fattened,1
calf,1
add-ons,1
fetal,1
position).,1
3-series.during,1
mid-field,1
podium).the,1
bargain).,1
damper,1
hpde's,1
ago.on,1
kit.http://www.touchup123.com/default.aspx?i,1
"patience,",1
re-sprayed,1
nw,1
finishes!).you,1
only...,1
auberlein.,1
e46s,1
comply.,1
"ilikeit!...enjoy!regards,ow",1
"btw,the",1
"ship,",1
"jour.""the",1
"inline-six.""regards,ow",1
"whacked,",1
allthatimpressed.,1
3483,1
unladen,1
m3.let's,1
3200.,1
"3,500-3,600",1
observation..,1
handling...i'd,1
"horsepower...unfortunately,",1
(cheaper?),1
straight.i,1
96-02,1
this:http://consumerguideauto.howstuffworks.com/1991-to-1996-buick-park-avenue-4.htmsomething's,1
avenue.,1
equiment,1
have.rocky,1
"none.regards,ow",1
dgc,1
in!).1966,1
"lemans,",1
"skylark,",1
"gtp,",1
lsi,1
all-americaned,1
"out!regards,ow",1
nanny-state,1
yoyo,1
"thing.otherwise,",1
sue.that,1
suv-ramming,1
survival.the,1
-200,1
un-funfocused,1
"far...regards,ow",1
signaling,1
sweeper.rocky,1
production?that's,1
bandwidth.,1
(e23),1
1977-86,1
~3250-3600,1
6-months,1
model.rocky,1
anyday.rocky,1
"me?regards,ow",1
anyday.not,1
sinew,1
infused,1
"baked.regards,ow",1
330xirocky,1
brawl,1
non-existent,1
angels,1
pin.the,1
"""designman",1
"60mph,",1
"335"".",1
expands,1
"order.regards,ow",1
comparisonboard,1
e35.,1
"simulation,",1
javitz,1
interior...yuck!),1
safty,1
bretheren,1
old.they,1
"portly,",1
"say!imo,",1
butterfly!,1
"twisties?regards,ow",1
"category.""i",1
sherman,1
weight/class,1
category.because,1
"skydiving,",1
good-bye,1
later.sport,1
predominatly,1
level.when,1
ridgitity,1
girth.again,1
ever-improving,1
industry!to,1
noise/road,1
"ponderous.btw,",1
"endeavor,",1
endeavor,1
2800lbs.i,1
caymen,1
"2,976.yes,",1
piper,1
cub.,1
pre-flights,1
"quickly.regards,ow",1
2800lbsheaven.,1
"carpeting,",1
(back/front),1
sparks,1
"'88,",1
%.,1
car(bmw,1
"material(no,",1
vicious,1
"car.now,",1
500-600lbs,1
rims.or,1
functioning(mostly,1
2800lbs,1
240+,1
"cocooned,",1
vette...just,1
i4's!bmw,1
116i.,1
export,1
heavyweight,1
"""quiet...cocooned...isolated...luxurious""",1
slogan.,1
rx8/vette/s2000.,1
"deficiencies,",1
feedback/content,1
dollar.is,1
"slogan.golly,",1
slogans,1
truthful.,1
cocooned,1
europe:,1
"sharply,",1
falters,1
fun...look,1
"rx8/vette/s2000.actually,",1
nicely.my,1
decade.oh,1
series(not,1
m1),1
enough...but,1
"want....""industry",1
"standards"".",1
manufactur,1
anymore.remember,1
csl?,1
meterial,1
us?now,1
all-aluminum-frame-3er,1
"light""the",1
(pre-07),1
"terribly,",1
claustrophic,1
activities.,1
"""cavernous"".",1
"airport,",1
exception?you,1
2600lbs,1
"1993,",1
bulked,1
margin.(2919,1
lbs)the,1
dramaticly,1
european/british,1
mouths,1
feed;,1
(becaue,1
too);,1
cars.2.,1
tour-de-force.,1
vette;,1
fiber/graphite,1
sedan/wagon,1
(2700-2900lbs),1
"s40/v50,",1
"3200-3300lbs,",1
"3300lbs,",1
preferrably,1
"3600+lbs,",1
decade-old,1
accident-prone,1
delivered.the,1
hierarchy.,1
agreed?if,1
at!,1
hefty?,1
"debatable.regards,ow",1
macs,1
belt!put,1
"(1,360",1
kg.),1
plumping,1
past.i,1
teenyboppers,1
30!!,1
"those!regards,ow",1
isout,1
safetyand,1
delivered.that's,1
supposition.you,1
supremely,1
(200+,1
walls).weight,1
"fun,.weight",1
safety.i'd,1
rater,1
head-on.,1
saying.agree,1
"weight.regards,ow",1
"rollover,",1
"3,294",1
"manual.so,",1
"data.bgdc,",1
mph...4,1
"injured.regards,ow",1
"""project",1
skims,1
that.vette,1
uncomfy!now,1
course.if,1
"m.regards,ow",1
weight.as,1
this...lighter,1
vehicle...but,1
"to.also,",1
70/30),1
heavier.stacking,1
&#147;fun,1
"factor&#148;,",1
lbs.since,1
ground;,1
light/low/balanced,1
http://www.arielatom.com/?gclid=cmfv0lifuyscfqtpgaodbne21wthis,1
desire.the,1
enzo.,1
$35-40k.,1
accident.an,1
time!),1
'four-door,1
coupe',1
unusable.,1
past.bottom,1
line:spending,1
mov,1
driving.link,1
30k.we,1
operate.don't,1
left.my,1
order:acura,1
speedmazdaspeed,1
gtmazda,1
speedvolvo,1
awdaccord,1
speedaudi,1
e90/92).if,1
(she's,1
"shifts),",1
wisconsin.,1
4-doormazdaspeed,1
$30ksubaru,1
drivemazda,1
4-doorvolvo,1
"4-door,",1
driveaccord,1
banger)just,1
head:most,1
andmaybethe,1
tiburon.other,1
evo),1
fun..they,1
"list),",1
though..edit:,1
oops..,1
"operate.""from",1
"scott,",1
it.regards.ow,1
end-of-life-cycle,1
is....more,1
ellps(not,1
folds...well..that's,1
"own.""neighbor",1
"chevy's,",1
"chryslers,",1
embarassment,1
out-lux,1
brawl.rocky,1
comparisondiscussion,1
itsvery,1
topicin,1
topics.p.s.,1
weeks.i,1
madison,1
headlamps.,1
"drl's,",1
lock.the,1
radar;,1
'cheap',1
"eclipses,",1
"vw's,",1
ms,1
$35.,1
driver.i'd,1
strippers.as,1
"3's,""but",1
mazdaspeed6.you,1
"strength,",1
for?how,1
visors?,1
away).,1
openers,1
:confuse:like,1
"sunshades,",1
homelink.took,1
step-by-step.,1
grad>,1
solution.since,1
cayman(which,1
poster-child,1
lease.(with,1
below)a,1
month.the,1
~$399,1
take.(yes,1
somewhere)you,1
window.there,1
now.(let,1
accord/wv/etc,1
same)go,1
cayman.*the,1
cult-like,1
enough(even,1
return/minimize,1
loss),1
$15-17.also,1
acquisiton,1
$495),1
($250,1
factors/residuals,1
"deal.""",1
13-14%,1
depreciation),1
sweeter.,1
"gadget,",1
cr/nhtsa/iihs/the,1
"incarnation,",1
was.it,1
frenzy.,1
ed),1
$129/mo,1
$360-370/mo,1
ishttp://www.herbchambers.comwhere,1
above.it's,1
defraying,1
factories,1
cost;,1
producer/supplier,1
atom,1
rainstorms,1
practical.but,1
cbr600,1
sportbike,1
u.s.(so,1
legal)my,1
simmialr,1
"likely)edit:or,",1
"$8k,",1
"deal.yup,",1
"stocks,",1
gm/saab,1
millenium.,1
adr's,1
335xi.if,1
site.thanksbruce,1
"first.regards,ow",1
"ow,hmmm,",1
year.bruce,1
"bruce,you",1
"bad!regards,ow",1
1:36:67,1
secsecond,1
1:38:24,1
secthird,1
1:38:67,1
sechttp://clublexus.com/forums/showthread.php?t=275963,1
track.i'm,1
driver.did,1
(keiichi,1
tsuchiya),1
each...or,1
picture...and,1
driver...but,1
civic),1
"bmw""?the",1
"cars.regards,ow",1
know's,1
off?as,1
clublexus,1
335i/g37,1
byinfiniti.,1
g35.specs/data,1
were:weight,1
12.43torque,1
"256,",1
"268,",1
2770-60,1
"5.4,",1
4.960-0,1
"120,",1
126skidpad,1
".91,",1
".88,",1
.84700,1
"66.0,",1
"65.5,",1
66.7maybe,1
pounds/hp,1
setup.r&t,1
"""drive",1
"corners"".",1
"""turn-in",1
"minimal"".don't",1
roads.that's,1
contentious.,1
"drivers:""the",1
tsukuba,1
springs.,1
course-out,1
"""wait!",1
fr?,1
"rwd)?""",1
"ff.""",1
12.43***urk.,1
mess.they,1
g.go,1
tunnel.,1
"tunnel.so,",1
isresultsthat,1
7/10,1
say.they're,1
watch.with,1
conditions.especially,1
"4was,",1
slavishly,1
jetting,1
suburbia,1
anyway?).where,1
"nevada,",1
shelved.,1
conceive,1
shelve,1
mid-accelaration,1
"10-30,",1
20-40,1
30-60.they,1
wan,1
soccer-person,1
"off/on-ramp,",1
"can't.regards,ow",1
receivers,1
subtraction.,1
websites.jack,1
*third,1
gear*,1
patterns.more,1
slugs,1
locked.(and,1
down-shifting,1
kosher,1
manu-matic.)about,1
test-data,1
second.p.s.,1
forces...weight,1
manumatic.,1
dsg-equipped,1
".""well,",1
inclusiveness,1
"required),",1
(2?),1
reliability/longevity.your,1
"possibility.so,",1
portable),1
pass-through.,1
bike's,1
assuredly,1
"""pass",1
"through.""however,",1
27-audi,1
"poseur),",1
bothered.sounds,1
"capacity.sadly,",1
cohort.continuing,1
hunt.,1
"subtraction.""that",1
"""simple""",1
0-70,1
"""subtract""",1
rpm.bottom,1
"time,it",1
beacause,1
sm's.,1
escalades!!!,1
"many!regards,ow",1
points;,1
approximation,1
sensitive;,1
downshift;,1
"pants"".",1
(n/a,1
series.in,1
doingall-outruns,1
straight-flat,1
"firebirds,",1
rwds.,1
stunt.,1
experience.wife,1
torque)rwd,1
"4-speeds,",1
"maturity,",1
my/our,1
performance.still,1
possibility.try,1
"tl:""the",1
best-handling,1
sampled.,1
chassis/suspension,1
"brauer""that",1
initially),1
1984),1
195k,1
(turning,1
value/quality/tech/emissions/speed,1
belittled,1
350).,1
"0-60.btw,",1
hp/0-60,1
rvs,1
911?if,1
freaks,1
drivig,1
it?is,1
automaticly,1
"mom?imho,",1
"""soccer",1
"mom""",1
nickname,1
"edwardsf,",1
"drive.heck,",1
gas!the,1
"proposition.regards,ow",1
clown?,1
"accelearation,",1
"moms,",1
dump..,1
number.some,1
"idling),",1
situation..it,1
test..,1
yes..here,1
implala,1
ss.c/d,1
results:zero,1
28.5,1
154,1
"gso,",1
"trap.regards,ow",1
335:3-series,1
coupevehicle,1
"4-wheel-drive,",1
"4-passenger,",1
coupebase,1
"$35,995-$41,295engines:",1
lb-ft;,1
lb-fttransmissions:,1
180.3/70.2/54.1-54.2,1
3400-3600,1
lbc/d,1
(335i):zero,1
12.1,1
ftprojected,1
est):epa,1
mpgthis,1
fun/satisfaction,1
comfortably.even,1
car-lengths,1
dgc'c,1
s.m.,1
"weeds!regards,ow",1
eggsactly.,1
(reputedly),1
thananyellp.,1
rakish,1
visor.,1
leg/head/nose,1
snug.a,1
awful).,1
ellpwag?),1
"headroom,",1
obnosious,1
changers,1
reliability/longevityi,1
mtb,1
"""requirements""",1
#7!!).,1
"edwrdsf,",1
"x3?regards,ow",1
"bingo!this,",1
"#7,",1
new?if,1
99.5%,1
"solo,",1
"preference.sadly,",1
nonexistant,1
"loaners?regards,ow",1
procured,1
(leased/bought),1
smokin'-deal,1
east-coast,1
arizona.,1
grrr.,1
x3looks,1
"goat,",1
getsgoodgas,1
"cx(?),",1
camping,1
commuting.suvs,1
f-o-r-d.,1
mtbs,1
subura,1
"(""where's",1
"babyseat?"")",1
utilty,1
salon,1
dorky.,1
non-sale,1
high-ground,1
condusive,1
f-o-r-ghedaboudit!,1
"a4!regards,ow",1
needs....,1
tranny.car,1
though.2008,1
counterparts;,1
versions:epa,1
more.awd,1
"fl,",1
xis,1
otherwise...especially,1
"models.but,",1
agree..,1
midwest..get,1
tires!!,1
"wagons),",1
kdfyx,1
(22-31,1
22-30,1
rwd).that,1
"4-wd,",1
(pardon),1
"""bear",1
"4-wd""are",1
"suburbans,",1
"mini-utes,",1
dealership.i'd,1
4/awd,1
"suv!""a4",1
"kidding?uh,",1
"(2004,",1
"japan),",1
4wd),1
xterras,1
pathfinders,1
4wd.in,1
all-up,1
old-school,1
trucks),1
roads).,1
chore.i,1
"acumen,",1
chore.understanding,1
need/rationale,1
hinderance,1
complications,1
lux).,1
irl,1
awd.porche,1
"hinderance,",1
"imho.also,",1
rs8,1
breds.by,1
"pavement.regards,ow",1
"awd.""really?http://www.mbusa.com/byo/frameset.jsp?trackingapplication=mainsite&trackingmodel-",1
"=s550v4hmmm,",1
could'a,1
strickly,1
pavement.lamborghini's,1
'03:the,1
auspuffer.,1
liter's,1
three-digit,1
thoroughbred,1
achievement.,1
catchy,1
promises.,1
c4s.,1
wheels.probably,1
"purest,",1
"driver.regards,ow",1
paging,1
cincinnatti.,1
religously,1
gm!),1
"4000,",1
"powered,",1
232,1
drivenbothhard,1
baffling,1
328i).,1
"328i).""what",1
to?i,1
fueleconomy.gov,1
fillups.,1
anecdotal?,1
"ellps.btw,",1
bluedotcom,1
xrunner's,1
doesn'tit,1
fun...that,1
tolerate.,1
itis130,1
-especially,1
resale/residual.,1
"g35)no,",1
awd...the,1
resale/residual.that's,1
steer.driven,1
xdrive;,1
lexus/infiniti,1
audi/bmw/scooby,1
bind,1
chore.but,1
agree;,1
23/34,1
22/31,1
expenses).,1
"conclusions.now,",1
year.given,1
"fun,""",1
loose!,1
"glue!btw,",1
"22.regards,ow",1
conclusions.2005,1
21116,1
party2005,1
21826,1
partycost,1
"28,240cost",1
"30,340$2100",1
advantage?!,1
($320,1
$1700.,1
"assuredly.again,",1
2002.i,1
ft/a4,1
q),1
"efficient.fwiw,",1
(3428,1
3549).priorities.,1
335i/m3.,1
"2002.""on",1
"etc.eventually,",1
decline.like,1
"""good!""years",1
"quattro""",1
concord,1
"""jeep""",1
"underpinnings),",1
"tow.""",1
"325ix),",1
afford.my,1
porsche.in,1
"write),",1
cherished,1
alike.audi,1
champions.,1
it.awd,1
popularity.,1
"incidents""",1
repair.awd's,1
awd.will,1
mocked,1
turbo-charging,1
volumetric,1
"displacement.""check",1
"campaigns,",1
ostensibly,1
"anywhere,""",1
"""performance.""kook-aid",1
drinkers?i,1
"acceptance,",1
univerally,1
alike.if,1
"mark,you",1
anon-zhp330i,1
"myself.regards,ow",1
"orders.regards,ow",1
""":surprise:",1
"etc.""sorry",1
335i.thanksbruce,1
elaborate?,1
"""part",1
".etc""",1
marketing?does,1
marketing?i,1
(domestic,1
"""proud""",1
"w/awd,""",1
"etc.these,",1
"part""",1
influenced.just,1
negativity).,1
ranged,1
difference).i,1
accord.more,1
250's.like,1
"23,373",1
"25,177.",1
not;,1
pasted,1
by.why,1
me:1.,1
distracts,1
etc.2.,1
awd.3.,1
"bruce/ow,i",1
"""used",1
concerned.i,1
stage),1
price.perhaps,1
money.if,1
make?my,1
drove),1
enjoyable.these,1
penalty;,1
switching?just,1
"#3.frankly,",1
versions.the,1
"downer,",1
"sweeet,",1
unsatisfactory.drive,1
adder,1
"there.finally,",1
shopping/owning,1
"""purist.""",1
unpure,1
"soundproofing,",1
leviathans.i,1
"""purer""",1
3660#,1
less.there,1
claimit,1
"car,key",1
questions).,1
deluge,1
enthusiasts.and,1
2262,1
it?if,1
days?haven't,1
enthusiast's.,1
reliable.if,1
stillextremelyexpensive,1
4-5-6k,1
100-150k,1
miles.have,1
liquids,1
navi),1
unhappiness,1
bliss.i,1
switching?how,1
lighter?,1
parts.how,1
economy?,1
drag.how,1
maintain?,1
parts.replace,1
thing.just,1
#3.manual,1
"fallacy.frankly,",1
versions.to,1
own.finding,1
unsatisfactory.it's,1
:surprise:agree,1
"decision,...well,",1
yet.are,1
one?thanksbruce,1
option.for,1
535xi.,1
535xi.bruce,1
"bmsusa.com.http://www.bmwmsp.com/bmw/military/sales/program/bmw-300xi-sedan.htmlunfortunately,",1
reliable.****if,1
gives?-,1
reliable.-,1
*chrysler*,1
non-rental,1
cxs.so,1
handling(being,1
35mpg.this,1
"egads,",1
70-80k,1
auto-manuals,1
stick.try,1
becaue,1
rx-8?,1
rot,1
"cars.""any",1
refineing,1
efficent,1
b>exhausted,1
tr6,1
"(1972,",1
course!).as,1
capri.,1
turbos!,1
grueling,1
exhausting.,1
"fast).btw,",1
edward.,1
"""work""",1
"(understeer,",1
de's,1
evo's,1
"easy""",1
fun.a,1
unflappable,1
"got?""",1
exceedable).,1
"""dialogue",1
control/induce,1
fun.for,1
re-wiring,1
singletrack,1
skidding,1
do.a,1
loop.,1
"me.""in",1
harder.have,1
mini!,1
"drift.""i",1
(pirelli,1
"nero),",1
"mph""",1
heel&toe,1
drama.just,1
"quattro.""all",1
group.here's,1
system...http://en.wikipedia.org/wiki/quattro_(all_wheel_drive_system),1
cornering.i,1
can't.you,1
turning).thus,1
grain;,1
rewire,1
nose-plow,1
flash.although,1
e46/e90,1
wearing.with,1
[much,1
improved],1
lag.)30%?,1
"""lean""",1
something),1
"cincinnapolis,",1
drive?if,1
stick?our,1
"plan.""cognitive",1
dissonance?,1
yep.when,1
"regularity),",1
(having,1
favorite.i,1
turbo.my,1
weirdo-bin.,1
order2.,1
"cars.again,",1
"plan.""****for",1
"30%,",1
it(rental,1
mobbed,1
buyers.as,1
advertizes,1
mls,1
"manu-matics,",1
one.(have,1
covered).i,1
(sw,1
"40%,",1
"(availability,",1
of.)i,1
"juncture,",1
long),1
"however.anyway,",1
overflow,1
queue,1
allowed.yet,1
accidental,1
whiff,1
scent.they,1
stick.when,1
"""strippie""",1
system.plenty,1
news?,1
case.)not,1
"blown,",1
supply?,1
that?:confuse:,1
sense..they,1
"slushboxes,",1
slushboxes...,1
duh!!,1
austria..,1
carolina..,1
"mt's,",1
sell??,1
":surprise:regard,ow",1
"sell""",1
self-fulfilling,1
prophecy...,1
monstrosities,1
"r-class,",1
"change?""i",1
automatic.my,1
"paid$1,000",1
option:,1
seatsandsend,1
slushbox.for,1
acl,1
"surgeries,",1
rotator,1
cuff,1
"dense""",1
place.who,1
row-your-own,1
slushbox.lol.,1
husband's,1
griping,1
3'er!,1
ctss(2007,1
month.(no,1
security/etc).it's,1
payments/buying,1
lease.essentially,1
re-buy,1
"""buyout""",1
cost.(evil,1
grin)no,1
proposition.i,1
"""percieve""",1
this:lexusaccurainfinityaudi,1
tiedcadillacmercedesplease,1
"perceptions.thanks,ow",1
